,fold_1,fold_2,fold_3,fold_4,fold_5,models,measure,targets,samplers,mean,std,se
34,25.0,0.0,50.0,0.0,11.76470588235294,linear discriminant analysis,precision,target_Aroused,raw data,17.35,20.96,9.373596961679118
35,9.433962264150944,0.0,17.857142857142858,0.0,10.309278350515463,linear discriminant analysis,f-Beta,target_Aroused,raw data,7.52,7.61,3.40329546175468
36,50.0,50.0,50.0,50.0,50.0,linear svm,balanced_accuracy,target_Aroused,raw data,50.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,linear svm,precision,target_Aroused,raw data,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,linear svm,f-Beta,target_Aroused,raw data,0.0,0.0,0.0
39,55.71089706728005,48.75277161862528,48.28753351206434,51.62315056570931,47.90768678160919,balanced linear svm,balanced_accuracy,target_Aroused,raw data,50.46,3.28,1.466860593239862
40,13.186813186813188,10.0,8.843537414965986,7.913669064748201,6.153846153846154,balanced linear svm,precision,target_Aroused,raw data,9.22,2.63,1.1761717561648892
41,14.962593516209477,11.645962732919255,10.350318471337578,9.385665529010238,7.285974499089254,balanced linear svm,f-Beta,target_Aroused,raw data,10.73,2.85,1.27455874717488
42,50.0,50.0,49.865951742627345,49.869451697127936,51.59392959770115,linear svm with sgd,balanced_accuracy,target_Aroused,raw data,50.27,0.75,0.33541019662496846
43,0.0,0.0,0.0,0.0,50.0,linear svm with sgd,precision,target_Aroused,raw data,10.0,22.36,9.999695995379058
44,0.0,0.0,0.0,0.0,13.513513513513514,linear svm with sgd,f-Beta,target_Aroused,raw data,2.7,6.04,2.7011701168197457
45,54.230161012075904,49.239344666173935,52.63069705093834,46.005221932114885,43.40427442528736,balanced linear svm with sgd,balanced_accuracy,target_Aroused,raw data,49.1,4.5,2.0124611797498106
46,20.833333333333336,6.666666666666667,15.625,6.64819944598338,5.863192182410423,balanced linear svm with sgd,precision,target_Aroused,raw data,11.13,6.75,3.018691769624716
47,18.796992481203006,4.8076923076923075,14.880952380952381,8.141112618724561,7.159904534606206,balanced linear svm with sgd,f-Beta,target_Aroused,raw data,10.76,5.85,2.6161995336747537
48,50.0,50.0,50.0,50.0,50.0,logistic regression,balanced_accuracy,target_Aroused,raw data,50.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,logistic regression,precision,target_Aroused,raw data,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,logistic regression,f-Beta,target_Aroused,raw data,0.0,0.0,0.0
51,59.941058079355955,47.42855383099286,46.85991957104558,50.187119234116615,49.5330459770115,balanced logistic regression,balanced_accuracy,target_Aroused,raw data,50.79,5.3,2.370232056149777
52,14.782608695652174,9.219858156028367,8.02919708029197,7.333333333333333,6.8493150684931505,balanced logistic regression,precision,target_Aroused,raw data,9.24,3.22,1.4400277775098647
53,17.102615694164992,10.69078947368421,9.35374149659864,8.730158730158731,8.156606851549755,balanced logistic regression,f-Beta,target_Aroused,raw data,10.81,3.64,1.6278574876198468
54,51.35135135135135,49.86449864498645,51.11595174262734,50.0,49.73958333333333,logistic regression with sgd,balanced_accuracy,target_Aroused,raw data,50.41,0.76,0.339882332579968
55,100.0,0.0,50.0,0.0,0.0,logistic regression with sgd,precision,target_Aroused,raw data,30.0,44.72,19.999391990758117
56,12.195121951219514,0.0,10.416666666666668,0.0,0.0,logistic regression with sgd,f-Beta,target_Aroused,raw data,4.52,6.22,2.7816685640097383
57,56.483611270845316,49.25474254742547,51.70911528150134,45.19147084421236,49.115481321839084,balanced logistic regression with sgd,balanced_accuracy,target_Aroused,raw data,50.35,4.15,1.8559364213248255
58,12.056737588652481,10.377358490566039,10.1010101010101,6.561679790026247,6.41025641025641,balanced logistic regression with sgd,precision,target_Aroused,raw data,9.1,2.5,1.118033988749895
59,14.143094841930115,12.331838565022423,12.214983713355048,8.043758043758045,7.331378299120233,balanced logistic regression with sgd,f-Beta,target_Aroused,raw data,10.81,2.96,1.3237522426798753
60,50.8445945945946,47.798102981029814,48.9343163538874,47.44125326370757,50.5792025862069,naive bayes,balanced_accuracy,target_Aroused,raw data,49.12,1.56,0.6976532089799343
61,9.116022099447514,10.122699386503067,9.47075208913649,6.857142857142858,7.4074074074074066,naive bayes,precision,target_Aroused,raw data,8.59,1.4,0.626099033699941
62,11.11111111111111,12.240356083086052,11.517615176151761,8.391608391608392,8.498583569405099,naive bayes,f-Beta,target_Aroused,raw data,10.35,1.79,0.8005123359449247
63,53.522139160437035,50.458856861295885,52.67761394101876,48.56396866840731,49.11997126436781,neural net,balanced_accuracy,target_Aroused,raw data,50.87,2.17,0.9704535022349087
64,42.857142857142854,16.666666666666664,27.27272727272727,0.0,4.761904761904762,neural net,precision,target_Aroused,raw data,18.31,17.35,7.75915588192427
65,23.076923076923077,7.352941176470589,17.857142857142854,0.0,4.424778761061946,neural net,f-Beta,target_Aroused,raw data,10.54,9.61,4.2977226527545955
66,50.0,50.0,50.0,50.0,50.0,radial basis function svm,balanced_accuracy,target_Aroused,raw data,50.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,radial basis function svm,precision,target_Aroused,raw data,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,radial basis function svm,f-Beta,target_Aroused,raw data,0.0,0.0,0.0
69,57.88168487636574,48.220004927322,49.27278820375335,50.409051348999135,48.03789511494253,balanced radial basis function svm,balanced_accuracy,target_Aroused,raw data,50.76,4.09,1.8291036055948278
70,14.432989690721648,9.345794392523365,9.243697478991598,7.476635514018691,6.2015503875969,balanced radial basis function svm,precision,target_Aroused,raw data,9.34,3.13,1.3997785539148682
71,16.470588235294116,10.593220338983052,10.65891472868217,8.73362445414847,7.339449541284402,balanced radial basis function svm,f-Beta,target_Aroused,raw data,10.76,3.48,1.5563033123398535
72,50.95241518113859,50.72985957132299,50.44571045576407,49.47780678851175,50.42205459770115,random forest,balanced_accuracy,target_Aroused,raw data,50.41,0.56,0.25043961347997645
73,25.0,25.0,14.285714285714285,0.0,9.090909090909092,random forest,precision,target_Aroused,raw data,14.68,10.72,4.794129743759549
74,9.433962264150944,8.333333333333332,7.352941176470589,0.0,6.849315068493151,random forest,f-Beta,target_Aroused,raw data,6.39,3.71,1.6591624393048439
75,47.6926394479586,49.959965508745995,49.279490616621985,46.05308964316797,49.05262212643678,balanced random forest,balanced_accuracy,target_Aroused,raw data,48.41,1.55,0.6931810730249348
76,6.451612903225806,10.606060606060606,8.771929824561402,2.272727272727273,6.0,balanced random forest,precision,target_Aroused,raw data,6.82,3.15,1.4087228258248674
77,7.017543859649122,11.363636363636362,9.328358208955223,2.4271844660194173,6.550218340611353,balanced random forest,f-Beta,target_Aroused,raw data,7.34,3.35,1.498165544924859
78,51.08898792409431,46.30758807588076,50.98860589812333,47.57180156657964,52.68498563218391,quadratic discriminant analysis,balanced_accuracy,target_Aroused,raw data,49.73,2.67,1.1940602999848877
79,9.169054441260744,9.792284866468842,9.887005649717514,6.876790830945559,7.772020725388601,quadratic discriminant analysis,precision,target_Aroused,raw data,8.7,1.32,0.5903219460599445
80,11.165387299371947,11.85344827586207,12.01923076923077,8.415147265077138,9.363295880149813,quadratic discriminant analysis,f-Beta,target_Aroused,raw data,10.56,1.6,0.7155417527999327
81,48.048447383553764,49.0730475486573,54.72855227882037,47.75021758050479,47.68767959770115,null_rand_draw,balanced_accuracy,target_Aroused,pca42,49.46,3.0,1.3416407864998738
82,5.405405405405405,8.571428571428571,18.91891891891892,3.225806451612903,3.125,null_rand_draw,precision,target_Aroused,pca42,7.85,6.57,2.938193322434724
83,5.405405405405405,8.152173913043478,18.617021276595743,3.2467532467532463,3.1847133757961785,null_rand_draw,f-Beta,target_Aroused,pca42,7.72,6.42,2.87111128310973
84,57.96434732604945,50.79761024882976,45.69034852546917,51.99303742384682,56.42510775862068,null_coin_flip,balanced_accuracy,target_Aroused,pca42,52.57,4.87,2.1779302100847953
85,11.538461538461538,10.952380952380953,8.256880733944955,7.804878048780488,8.695652173913043,null_coin_flip,precision,target_Aroused,pca42,9.45,1.68,0.7513188404399292
86,13.808975834292292,13.009049773755658,9.86842105263158,9.411764705882353,10.501750291715286,null_coin_flip,f-Beta,target_Aroused,pca42,11.32,1.97,0.8810107831349171
87,50.0,50.0,50.0,50.0,50.0,null_always_one,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
88,8.958837772397095,10.653753026634384,9.685230024213075,7.263922518159806,7.021791767554479,null_always_one,precision,target_Aroused,pca42,8.72,1.56,0.6976532089799343
89,10.953226761397277,12.971698113207546,11.820330969267138,8.917954815695598,8.625817965496728,null_always_one,f-Beta,target_Aroused,pca42,10.66,1.87,0.8362894235849213
90,50.0,50.0,50.0,50.0,50.0,null_common_class,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,null_common_class,precision,target_Aroused,pca42,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,null_common_class,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
93,50.819436457734334,51.00086228135009,50.98190348525469,49.73890339425587,49.08854166666667,ada boost,balanced_accuracy,target_Aroused,pca42,50.33,0.87,0.3890758280849634
94,20.0,50.0,33.33333333333333,0.0,0.0,ada boost,precision,target_Aroused,pca42,20.67,21.65,9.682174342574088
95,8.771929824561402,9.615384615384617,9.615384615384615,0.0,0.0,ada boost,f-Beta,target_Aroused,pca42,5.6,5.12,2.2897336089597844
96,53.522139160437035,48.6449864498645,51.829758713136734,48.69451697127937,53.08908045977012,bagging,balanced_accuracy,target_Aroused,pca42,51.16,2.35,1.050951949424901
97,42.857142857142854,0.0,28.57142857142857,0.0,15.789473684210526,bagging,precision,target_Aroused,pca42,17.44,18.58,8.309228604389217
98,23.076923076923077,0.0,14.705882352941178,0.0,14.285714285714285,bagging,f-Beta,target_Aroused,pca42,10.41,10.13,4.530273722414574
99,54.34157561817137,50.64671101256467,49.507372654155496,50.230635335073984,52.047413793103445,decision tree,balanced_accuracy,target_Aroused,pca42,51.35,1.91,0.8541779674049196
100,33.33333333333333,14.285714285714285,7.142857142857142,8.333333333333332,11.11111111111111,decision tree,precision,target_Aroused,pca42,14.84,10.7,4.785185471849549
101,23.52941176470588,10.0,5.208333333333333,6.41025641025641,10.948905109489052,decision tree,f-Beta,target_Aroused,pca42,11.22,7.29,3.260187111194693
102,50.481598619896495,50.982384823848236,51.37399463806971,41.78416013925152,46.51131465517241,balanced decision tree,balanced_accuracy,target_Aroused,pca42,48.23,4.09,1.8291036055948278
103,9.25925925925926,11.458333333333332,10.75268817204301,3.389830508474576,5.1020408163265305,balanced decision tree,precision,target_Aroused,pca42,7.99,3.56,1.5920803999798503
104,10.66098081023454,12.850467289719624,12.135922330097088,3.9840637450199203,5.938242280285037,balanced decision tree,f-Beta,target_Aroused,pca42,9.11,3.93,1.7575494303148347
105,50.0,49.86449864498645,50.0,50.0,50.0,gaussian process,balanced_accuracy,target_Aroused,pca42,49.97,0.06,0.026832815729997475
106,0.0,0.0,0.0,0.0,0.0,gaussian process,precision,target_Aroused,pca42,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,gaussian process,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
108,52.569723979298445,50.72985957132299,50.847855227882036,49.34725848563969,50.42205459770115,gradient boosting,balanced_accuracy,target_Aroused,pca42,50.78,1.16,0.5187677707799512
109,66.66666666666666,25.0,25.0,0.0,9.090909090909092,gradient boosting,precision,target_Aroused,pca42,25.15,25.56,11.430779500978923
110,20.408163265306122,8.333333333333332,8.928571428571429,0.0,6.849315068493151,gradient boosting,f-Beta,target_Aroused,pca42,8.9,7.35,3.2870199269246907
111,49.86702127659575,50.72985957132299,49.865951742627345,49.869451697127936,48.046875,k nearest neighbor,balanced_accuracy,target_Aroused,pca42,49.68,0.98,0.43826932358995874
112,0.0,25.0,0.0,0.0,0.0,k nearest neighbor,precision,target_Aroused,pca42,5.0,11.18,4.999847997689529
113,0.0,8.333333333333332,0.0,0.0,0.0,k nearest neighbor,f-Beta,target_Aroused,pca42,1.67,3.73,1.668106711214843
114,51.35135135135135,49.457994579945805,52.23190348525469,49.73890339425587,49.34895833333333,linear discriminant analysis,balanced_accuracy,target_Aroused,pca42,50.43,1.29,0.5769055381949457
115,100.0,0.0,50.0,0.0,0.0,linear discriminant analysis,precision,target_Aroused,pca42,30.0,44.72,19.999391990758117
116,12.195121951219514,0.0,17.857142857142858,0.0,0.0,linear discriminant analysis,f-Beta,target_Aroused,pca42,6.01,8.47,3.787899153884644
117,50.0,50.0,50.0,50.0,50.0,linear svm,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,linear svm,precision,target_Aroused,pca42,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,linear svm,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
120,58.967078780908565,48.02291204730229,48.823726541554954,50.83986074847694,49.63182471264368,balanced linear svm,balanced_accuracy,target_Aroused,pca42,51.26,4.43,1.9811562280648134
121,15.0,9.58904109589041,9.090909090909092,7.586206896551724,6.870229007633588,balanced linear svm,precision,target_Aroused,pca42,9.63,3.2,1.4310835055998654
122,17.162471395881006,11.146496815286625,10.62091503267974,9.01639344262295,8.1374321880651,balanced linear svm,f-Beta,target_Aroused,pca42,11.22,3.54,1.583136128069851
123,50.0,50.0,50.0,50.0,50.0,linear svm with sgd,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,linear svm with sgd,precision,target_Aroused,pca42,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,linear svm with sgd,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
126,48.4725416906268,49.30401576743041,57.79490616621984,41.94952132288947,45.03412356321839,balanced linear svm with sgd,balanced_accuracy,target_Aroused,pca42,48.51,5.96,2.665393029179749
127,8.695652173913043,10.1010101010101,13.017751479289942,5.934718100890208,6.015037593984962,balanced linear svm with sgd,precision,target_Aroused,pca42,8.75,2.98,1.3326965145898746
128,10.618363522798251,11.363636363636363,15.363128491620111,7.25689404934688,7.319304666056725,balanced linear svm with sgd,f-Beta,target_Aroused,pca42,10.38,3.35,1.498165544924859
129,50.0,50.0,50.0,50.0,50.0,logistic regression,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,logistic regression,precision,target_Aroused,pca42,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,logistic regression,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
132,62.133410005750434,46.29219019462922,47.43967828418231,49.01218450826805,50.18408764367817,balanced logistic regression,balanced_accuracy,target_Aroused,pca42,51.01,6.39,2.857694875244731
133,15.151515151515152,8.571428571428571,8.391608391608392,6.918238993710692,7.092198581560284,balanced logistic regression,precision,target_Aroused,pca42,9.22,3.4,1.520526224699857
134,17.699115044247787,9.933774834437086,9.80392156862745,8.258258258258259,8.431703204047219,balanced logistic regression,f-Beta,target_Aroused,pca42,10.83,3.92,1.753077294359835
135,50.0,49.728997289972895,50.0,50.0,50.0,logistic regression with sgd,balanced_accuracy,target_Aroused,pca42,49.95,0.12,0.05366563145999495
136,0.0,0.0,0.0,0.0,0.0,logistic regression with sgd,precision,target_Aroused,pca42,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,logistic regression with sgd,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
138,64.7211040828062,46.855752648435576,51.23324396782842,46.06179286335944,47.28358477011494,balanced logistic regression with sgd,balanced_accuracy,target_Aroused,pca42,51.23,7.8,3.488266044899672
139,13.615023474178404,9.146341463414634,10.256410256410255,5.05050505050505,6.310679611650485,balanced logistic regression with sgd,precision,target_Aroused,pca42,8.88,3.38,1.5115819527898577
140,16.310461192350957,10.714285714285714,12.048192771084336,5.868544600938968,7.620164126611958,balanced logistic regression with sgd,f-Beta,target_Aroused,pca42,10.51,4.06,1.815687197729829
141,56.19968372627947,53.04570091155457,50.43900804289544,49.19495213228895,50.677981321839084,naive bayes,balanced_accuracy,target_Aroused,pca42,51.91,2.77,1.2387816595348835
142,15.384615384615385,14.516129032258066,10.144927536231885,6.666666666666667,7.575757575757576,naive bayes,precision,target_Aroused,pca42,10.86,3.96,1.7709658381798334
143,16.835016835016837,15.41095890410959,11.075949367088608,7.575757575757576,8.532423208191126,naive bayes,f-Beta,target_Aroused,pca42,11.89,4.1,1.8335757415498273
144,52.30376653248994,50.32335550628234,52.40951742627345,49.08616187989556,49.51059626436781,neural net,balanced_accuracy,target_Aroused,pca42,50.73,1.55,0.6931810730249348
145,40.0,14.285714285714285,23.076923076923077,0.0,5.555555555555555,neural net,precision,target_Aroused,pca42,16.58,15.75,7.043614129124337
146,17.543859649122805,6.944444444444444,16.30434782608696,0.0,4.950495049504951,neural net,f-Beta,target_Aroused,pca42,9.15,7.55,3.3764626460246823
147,50.0,49.728997289972895,50.0,50.0,50.0,radial basis function svm,balanced_accuracy,target_Aroused,pca42,49.95,0.12,0.05366563145999495
148,0.0,0.0,0.0,0.0,0.0,radial basis function svm,precision,target_Aroused,pca42,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,radial basis function svm,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
150,56.81785508913168,48.62650899236265,47.66756032171582,48.61183637946041,46.6729525862069,balanced radial basis function svm,balanced_accuracy,target_Aroused,pca42,49.68,4.07,1.820159333684829
151,13.333333333333334,9.615384615384617,8.0,6.5420560747663545,5.405405405405405,balanced radial basis function svm,precision,target_Aroused,pca42,8.58,3.09,1.38189001009487
152,15.317286652078774,10.869565217391305,9.090909090909092,7.641921397379912,6.342494714587738,balanced radial basis function svm,f-Beta,target_Aroused,pca42,9.85,3.49,1.5607754482948533
153,50.95241518113859,49.59349593495935,51.829758713136734,49.34725848563969,50.42205459770115,random forest,balanced_accuracy,target_Aroused,pca42,50.43,1.01,0.4516857314549575
154,25.0,0.0,28.57142857142857,0.0,9.090909090909092,random forest,precision,target_Aroused,pca42,12.53,13.59,6.077632762844428
155,9.433962264150944,0.0,14.705882352941178,0.0,6.849315068493151,random forest,f-Beta,target_Aroused,pca42,6.2,6.33,2.830862059514734
156,47.825618171362855,50.095466863759555,49.279490616621985,45.92254134029591,49.05262212643678,balanced random forest,balanced_accuracy,target_Aroused,pca42,48.44,1.62,0.7244860247099318
157,6.557377049180328,10.76923076923077,8.771929824561402,2.2222222222222223,6.0,balanced random forest,precision,target_Aroused,pca42,6.86,3.21,1.435555641554865
158,7.11743772241993,11.513157894736844,9.328358208955223,2.3809523809523814,6.550218340611353,balanced random forest,f-Beta,target_Aroused,pca42,7.38,3.41,1.5249983606548565
159,55.736055204140314,50.04311406750431,52.93900804289544,49.84769364664926,44.58961925287356,quadratic discriminant analysis,balanced_accuracy,target_Aroused,pca42,50.63,4.15,1.8559364213248255
160,20.0,10.714285714285714,12.676056338028168,7.142857142857142,4.724409448818897,quadratic discriminant analysis,precision,target_Aroused,pca42,11.05,5.88,2.6296159415397526
161,19.774011299435028,11.194029850746269,13.88888888888889,8.064516129032258,5.58659217877095,quadratic discriminant analysis,f-Beta,target_Aroused,pca42,11.7,5.5,2.4596747752497685
162,49.79873490511788,51.75227888642523,49.72855227882037,54.90861618798956,51.39637212643679,null_rand_draw,balanced_accuracy,target_Aroused,pca36,51.52,2.1,0.9391485505499116
163,8.571428571428571,14.705882352941178,9.090909090909092,13.333333333333334,9.375,null_rand_draw,precision,target_Aroused,pca36,11.02,2.8,1.252198067399882
164,8.474576271186441,13.88888888888889,8.72093023255814,14.285714285714285,9.554140127388536,null_rand_draw,f-Beta,target_Aroused,pca36,10.98,2.86,1.2790308831298796
165,49.744824611845885,46.846513919684654,51.407506702412874,51.57093124456049,44.22593390804598,null_coin_flip,balanced_accuracy,target_Aroused,pca36,48.76,3.17,1.4176670977348667
166,8.878504672897195,9.47867298578199,10.204081632653061,7.657657657657657,5.472636815920398,null_coin_flip,precision,target_Aroused,pca36,8.34,1.85,0.8273451516749222
167,10.638297872340425,11.26126126126126,12.135922330097088,9.25925925925926,6.602641056422567,null_coin_flip,f-Beta,target_Aroused,pca36,9.98,2.16,0.9659813662799092
168,50.0,50.0,50.0,50.0,50.0,null_always_one,balanced_accuracy,target_Aroused,pca36,50.0,0.0,0.0
169,8.958837772397095,10.653753026634384,9.685230024213075,7.263922518159806,7.021791767554479,null_always_one,precision,target_Aroused,pca36,8.72,1.56,0.6976532089799343
170,10.953226761397277,12.971698113207546,11.820330969267138,8.917954815695598,8.625817965496728,null_always_one,f-Beta,target_Aroused,pca36,10.66,1.87,0.8362894235849213
171,50.0,50.0,50.0,50.0,50.0,null_common_class,balanced_accuracy,target_Aroused,pca36,50.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,null_common_class,precision,target_Aroused,pca36,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,null_common_class,f-Beta,target_Aroused,pca36,0.0,0.0,0.0
174,50.819436457734334,49.05149051490515,51.11595174262734,48.9556135770235,54.781788793103445,ada boost,balanced_accuracy,target_Aroused,pca36,50.94,2.36,1.0554240853799006
175,20.0,0.0,50.0,0.0,50.0,ada boost,precision,target_Aroused,pca36,24.0,25.1,11.225061247048945
176,8.771929824561402,0.0,10.416666666666668,0.0,28.301886792452834,ada boost,f-Beta,target_Aroused,pca36,9.5,11.57,5.174261299934513
177,52.17078780908568,49.05149051490515,50.31166219839142,48.69451697127937,51.49515086206896,bagging,balanced_accuracy,target_Aroused,pca36,50.34,1.5,0.6708203932499369
178,33.33333333333333,0.0,12.5,0.0,11.76470588235294,bagging,precision,target_Aroused,pca36,11.52,13.62,6.091049170709426
179,16.393442622950822,0.0,6.944444444444445,0.0,10.309278350515463,bagging,f-Beta,target_Aroused,pca36,6.73,7.01,3.134967304454705
180,51.10695802185163,51.32421778763242,50.62332439678284,48.56396866840731,50.4534841954023,decision tree,balanced_accuracy,target_Aroused,pca36,50.41,1.09,0.48746281909495415
181,14.285714285714285,22.22222222222222,12.5,0.0,8.0,decision tree,precision,target_Aroused,pca36,11.4,8.19,3.662679347144655
182,10.75268817204301,12.500000000000004,9.615384615384615,0.0,7.751937984496124,decision tree,f-Beta,target_Aroused,pca36,8.12,4.86,2.1734580741297957
183,50.63614146060955,50.71138211382114,50.83780160857909,42.5674499564839,46.51131465517241,balanced decision tree,balanced_accuracy,target_Aroused,pca36,48.25,3.67,1.6412738954848456
184,9.322033898305085,11.224489795918368,10.309278350515463,3.571428571428571,5.1020408163265305,balanced decision tree,precision,target_Aroused,pca36,7.91,3.37,1.5071098168348582
