,fold_1,fold_2,fold_3,fold_4,fold_5,models,measure,targets,samplers,mean,std,se
43,9.090909090909092,9.004739336492891,12.5,6.666666666666667,6.976744186046512,balanced linear svm with sgd,precision,target_Aroused,raw data,8.85,2.33,1.042007677514902
44,10.7197549770291,10.698198198198199,13.719512195121952,8.176100628930815,7.462686567164178,balanced linear svm with sgd,f-Beta,target_Aroused,raw data,10.16,2.47,1.1046175808848961
45,50.0,50.0,50.0,50.0,50.0,logistic regression,balanced_accuracy,target_Aroused,raw data,50.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,logistic regression,precision,target_Aroused,raw data,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,logistic regression,f-Beta,target_Aroused,raw data,0.0,0.0,0.0
48,53.38197239792984,45.531534860803156,48.37801608579089,45.25674499564839,47.9705459770115,balanced logistic regression,balanced_accuracy,target_Aroused,raw data,48.1,3.27,1.4623884572848624
49,10.56338028169014,8.38709677419355,8.823529411764707,5.747126436781609,6.329113924050633,balanced logistic regression,precision,target_Aroused,raw data,7.97,1.95,0.872066511224918
50,12.396694214876032,9.789156626506024,10.273972602739727,6.887052341597795,7.564296520423603,balanced logistic regression,f-Beta,target_Aroused,raw data,9.38,2.21,0.9883420460549069
51,51.35135135135135,49.1869918699187,52.23190348525469,50.0,49.73958333333333,logistic regression with sgd,balanced_accuracy,target_Aroused,raw data,50.5,1.25,0.5590169943749475
52,100.0,0.0,50.0,0.0,0.0,logistic regression with sgd,precision,target_Aroused,raw data,30.0,44.72,19.999391990758117
53,12.195121951219514,0.0,17.857142857142858,0.0,0.0,logistic regression with sgd,f-Beta,target_Aroused,raw data,6.01,8.47,3.787899153884644
54,57.0622484186314,44.23811283567382,55.599865951742636,47.715404699738905,44.7198275862069,balanced logistic regression with sgd,balanced_accuracy,target_Aroused,raw data,49.87,6.07,2.7145865246847447
55,14.130434782608695,7.086614173228346,11.39240506329114,6.696428571428571,4.761904761904762,balanced logistic regression with sgd,precision,target_Aroused,raw data,8.81,3.83,1.712828070764839
56,16.049382716049383,8.152173913043478,13.66396761133603,8.099352051835854,5.628517823639775,balanced logistic regression with sgd,f-Beta,target_Aroused,raw data,10.32,4.35,1.9453791404248169
57,50.88772282921219,45.51613697955161,49.51072386058981,46.335944299390775,39.98293821839081,naive bayes,balanced_accuracy,target_Aroused,raw data,46.45,4.24,1.8961856449198216
58,9.114583333333332,9.703504043126685,9.595959595959595,6.7357512953367875,5.585106382978723,naive bayes,precision,target_Aroused,raw data,8.15,1.87,0.8362894235849213
59,11.125238397965669,11.780104712041886,11.69950738916256,8.259212198221094,6.8493150684931505,naive bayes,f-Beta,target_Aroused,raw data,9.94,2.25,1.0062305898749053
60,50.819436457734334,49.1869918699187,50.31166219839142,48.43342036553525,49.64080459770115,neural net,balanced_accuracy,target_Aroused,raw data,49.68,0.93,0.4159086438149609
61,20.0,0.0,12.5,0.0,5.88235294117647,neural net,precision,target_Aroused,raw data,7.68,8.61,3.850509057254637
62,8.771929824561402,0.0,6.944444444444445,0.0,5.154639175257731,neural net,f-Beta,target_Aroused,raw data,4.17,4.02,1.7977986539098307
63,50.0,50.0,50.0,50.0,50.0,radial basis function svm,balanced_accuracy,target_Aroused,raw data,50.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,radial basis function svm,precision,target_Aroused,raw data,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,radial basis function svm,f-Beta,target_Aroused,raw data,0.0,0.0,0.0
66,54.40267395054629,48.81436314363143,51.99731903485255,47.20626631853786,44.52676005747126,balanced radial basis function svm,balanced_accuracy,target_Aroused,raw data,49.39,3.89,1.7396608864948364
67,11.607142857142858,9.821428571428571,11.009174311926607,5.769230769230769,4.040404040404041,balanced radial basis function svm,precision,target_Aroused,raw data,8.45,3.36,1.5026376808798585
68,13.402061855670103,11.178861788617885,12.605042016806726,6.726457399103141,4.7058823529411775,balanced radial basis function svm,f-Beta,target_Aroused,raw data,9.72,3.81,1.7038837988548396
69,50.95241518113859,49.59349593495935,50.57975871313673,49.47780678851175,50.29184626436781,random forest,balanced_accuracy,target_Aroused,raw data,50.18,0.63,0.2817445651649735
70,25.0,0.0,16.666666666666664,0.0,8.333333333333332,random forest,precision,target_Aroused,raw data,10.0,10.87,4.861211783084542
71,9.433962264150944,0.0,7.8125,0.0,6.493506493506493,random forest,f-Beta,target_Aroused,raw data,4.75,4.46,1.9945726359298124
72,47.825618171362855,50.095466863759555,49.279490616621985,46.05308964316797,48.922413793103445,balanced random forest,balanced_accuracy,target_Aroused,raw data,48.44,1.56,0.6976532089799343
73,6.557377049180328,10.76923076923077,8.771929824561402,2.272727272727273,5.88235294117647,balanced random forest,precision,target_Aroused,raw data,6.85,3.2,1.4310835055998654
74,7.11743772241993,11.513157894736844,9.328358208955223,2.4271844660194173,6.437768240343347,balanced random forest,f-Beta,target_Aroused,raw data,7.36,3.4,1.520526224699857
75,36.86745255894192,50.36338999753633,50.85120643431635,46.335944299390775,42.35811781609195,quadratic discriminant analysis,balanced_accuracy,target_Aroused,raw data,45.36,5.86,2.6206716696297536
76,6.211180124223603,10.734463276836157,9.844559585492227,6.7357512953367875,5.913978494623656,quadratic discriminant analysis,precision,target_Aroused,raw data,7.89,2.23,0.9972863179649062
77,7.547169811320755,13.013698630136986,11.994949494949497,8.259212198221094,7.251153592617007,quadratic discriminant analysis,f-Beta,target_Aroused,raw data,9.61,2.69,1.2030045718948867
78,48.048447383553764,49.0730475486573,54.72855227882037,47.75021758050479,47.68767959770115,NULL - weighted random,balanced_accuracy,target_Aroused,pca42,49.46,3.0,1.3416407864998738
79,5.405405405405405,8.571428571428571,18.91891891891892,3.225806451612903,3.125,NULL - weighted random,precision,target_Aroused,pca42,7.85,6.57,2.938193322434724
80,5.405405405405405,8.152173913043478,18.617021276595743,3.2467532467532463,3.1847133757961785,NULL - weighted random,f-Beta,target_Aroused,pca42,7.72,6.42,2.87111128310973
81,50.0,50.0,50.0,50.0,50.0,NULL - most common class,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,NULL - most common class,precision,target_Aroused,pca42,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,NULL - most common class,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
84,57.96434732604945,50.79761024882976,45.69034852546917,51.99303742384682,56.42510775862068,NULL - coin flip,balanced_accuracy,target_Aroused,pca42,52.57,4.87,2.1779302100847953
85,11.538461538461538,10.952380952380953,8.256880733944955,7.804878048780488,8.695652173913043,NULL - coin flip,precision,target_Aroused,pca42,9.45,1.68,0.7513188404399292
86,13.808975834292292,13.009049773755658,9.86842105263158,9.411764705882353,10.501750291715286,NULL - coin flip,f-Beta,target_Aroused,pca42,11.32,1.97,0.8810107831349171
87,50.95241518113859,50.594358216309445,52.23190348525469,49.34725848563969,49.34895833333333,ada boost,balanced_accuracy,target_Aroused,pca42,50.49,1.21,0.5411284505549491
88,25.0,20.0,50.0,0.0,0.0,ada boost,precision,target_Aroused,pca42,19.0,20.74,9.275209970669126
89,9.433962264150944,7.8125,17.857142857142858,0.0,0.0,ada boost,f-Beta,target_Aroused,pca42,7.02,7.46,3.336213422429686
90,50.154542840713056,49.645848731214585,51.561662198391424,48.43342036553525,53.47970545977012,bagging,balanced_accuracy,target_Aroused,pca42,50.66,1.94,0.8675943752699183
91,10.0,8.333333333333332,22.22222222222222,0.0,18.75,bagging,precision,target_Aroused,pca42,11.86,8.82,3.9444239123096287
92,6.493506493506493,5.434782608695652,13.157894736842108,0.0,16.12903225806452,bagging,f-Beta,target_Aroused,pca42,8.24,6.43,2.8755834190647294
93,51.37291546866015,50.18785415126879,49.953083109919575,49.708442123585726,47.427262931034484,decision tree,balanced_accuracy,target_Aroused,pca42,49.73,1.44,0.6439875775199394
94,16.666666666666664,12.5,9.523809523809524,6.25,2.941176470588235,decision tree,precision,target_Aroused,pca42,9.58,5.34,2.3881205999697754
95,11.76470588235294,6.578947368421054,8.064516129032258,5.319148936170213,3.03030303030303,decision tree,f-Beta,target_Aroused,pca42,6.95,3.26,1.4579163213298627
96,46.44910868315124,47.166789849716686,49.41018766756032,40.900783289817234,47.162356321839084,balanced decision tree,balanced_accuracy,target_Aroused,pca42,46.22,3.17,1.4176670977348667
97,6.896551724137931,8.333333333333332,9.195402298850574,2.7027027027027026,5.376344086021505,balanced decision tree,precision,target_Aroused,pca42,6.5,2.57,1.1493389404348917
98,7.984031936127744,9.345794392523365,10.309278350515463,3.1645569620253164,6.234413965087281,balanced decision tree,f-Beta,target_Aroused,pca42,7.41,2.82,1.2611423393098813
99,50.0,50.0,50.0,50.0,50.0,gaussian process,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,gaussian process,precision,target_Aroused,pca42,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,gaussian process,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
102,52.03780908568143,49.59349593495935,52.67761394101876,48.825065274151434,50.29184626436781,gradient boosting,balanced_accuracy,target_Aroused,pca42,50.69,1.63,0.7289581606649314
103,28.57142857142857,0.0,27.27272727272727,0.0,8.333333333333332,gradient boosting,precision,target_Aroused,pca42,12.84,14.19,6.345960920144402
104,15.384615384615385,0.0,17.857142857142854,0.0,6.493506493506493,gradient boosting,f-Beta,target_Aroused,pca42,7.95,8.4,3.7565942021996466
105,50.0,50.0,49.73190348525469,50.0,49.47916666666667,k nearest neighbor,balanced_accuracy,target_Aroused,pca42,49.84,0.23,0.10285912696499032
106,0.0,0.0,0.0,0.0,0.0,k nearest neighbor,precision,target_Aroused,pca42,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,k nearest neighbor,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
108,51.35135135135135,49.32249322493225,49.865951742627345,49.869451697127936,50.81267959770115,linear discriminant analysis,balanced_accuracy,target_Aroused,pca42,50.24,0.82,0.3667151483099655
109,100.0,0.0,0.0,0.0,12.5,linear discriminant analysis,precision,target_Aroused,pca42,22.5,43.66,19.52534557952816
110,12.195121951219514,0.0,0.0,0.0,8.196721311475411,linear discriminant analysis,f-Beta,target_Aroused,pca42,4.08,5.76,2.5759503100797576
111,50.0,50.0,50.0,50.0,50.0,linear svm,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,linear svm,precision,target_Aroused,pca42,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,linear svm,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
114,54.57878090856815,48.21076619857108,50.479222520107236,49.05134899912968,48.49586925287356,balanced linear svm,balanced_accuracy,target_Aroused,pca42,50.16,2.62,1.1716996202098897
115,11.278195488721805,9.740259740259742,10.0,7.000000000000001,6.185567010309279,balanced linear svm,precision,target_Aroused,pca42,8.84,2.15,0.9615092303249095
116,13.181019332161686,11.363636363636363,11.458333333333332,8.433734939759036,7.194244604316546,balanced linear svm,f-Beta,target_Aroused,pca42,10.33,2.44,1.0912011730198974
117,50.0,50.0,50.0,50.0,50.0,linear svm with sgd,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,linear svm with sgd,precision,target_Aroused,pca42,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,linear svm with sgd,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
120,52.55175388154112,47.157551120965756,50.70040214477211,49.90426457789382,48.908943965517246,balanced linear svm with sgd,balanced_accuracy,target_Aroused,pca42,49.84,2.01,0.8988993269549154
121,9.467455621301776,9.090909090909092,10.077519379844961,7.239819004524888,6.756756756756757,balanced linear svm with sgd,precision,target_Aroused,pca42,8.53,1.45,0.6484597134749389
122,11.519078473722102,10.551948051948054,11.69064748201439,8.7527352297593,8.178844056706652,balanced linear svm with sgd,f-Beta,target_Aroused,pca42,10.14,1.6,0.7155417527999327
123,50.0,50.0,50.0,50.0,50.0,logistic regression,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,logistic regression,precision,target_Aroused,pca42,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,logistic regression,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
126,58.52142035652675,45.531534860803156,50.475871313672926,45.25674499564839,46.24640804597702,balanced logistic regression,balanced_accuracy,target_Aroused,pca42,49.21,5.62,2.5133404067097636
127,12.837837837837837,8.38709677419355,9.929078014184398,5.747126436781609,5.7324840764331215,balanced logistic regression,precision,target_Aroused,pca42,8.53,3.0,1.3416407864998738
128,15.103338632750397,9.789156626506024,11.589403973509935,6.887052341597795,6.8493150684931505,balanced logistic regression,f-Beta,target_Aroused,pca42,10.04,3.47,1.551831176384854
129,51.35135135135135,50.0,49.865951742627345,50.0,49.86979166666667,logistic regression with sgd,balanced_accuracy,target_Aroused,pca42,50.22,0.64,0.28621670111997305
130,100.0,0.0,0.0,0.0,0.0,logistic regression with sgd,precision,target_Aroused,pca42,20.0,44.72,19.999391990758117
131,12.195121951219514,0.0,0.0,0.0,0.0,logistic regression with sgd,f-Beta,target_Aroused,pca42,2.44,5.45,2.4373140954747705
132,62.09028177113284,47.992116284799216,57.429624664879356,46.55787641427328,46.340696839080465,balanced logistic regression with sgd,balanced_accuracy,target_Aroused,pca42,52.08,7.23,3.233354295464696
133,16.363636363636363,9.696969696969697,11.885245901639344,6.705539358600583,6.030150753768844,balanced logistic regression with sgd,precision,target_Aroused,pca42,10.14,4.2,1.8782971010998233
134,18.867924528301888,11.363636363636365,14.271653543307087,8.202567760342367,7.272727272727271,balanced logistic regression with sgd,f-Beta,target_Aroused,pca42,12.0,4.73,2.115320306714801
135,56.178119608970675,47.49938408474994,52.71447721179625,50.139251523063535,48.401580459770116,naive bayes,balanced_accuracy,target_Aroused,pca42,50.99,3.52,1.5741918561598518
136,16.666666666666664,7.142857142857142,12.048192771084338,7.4074074074074066,5.454545454545454,naive bayes,precision,target_Aroused,pca42,9.74,4.58,2.048238267389807
137,17.786561264822133,7.462686567164178,13.440860215053762,8.130081300813007,6.024096385542168,naive bayes,f-Beta,target_Aroused,pca42,10.57,4.91,2.1958187539047933
138,50.95241518113859,49.59349593495935,50.31166219839142,48.43342036553525,50.8441091954023,neural net,balanced_accuracy,target_Aroused,pca42,50.03,1.04,0.46510213931995625
139,25.0,0.0,12.5,0.0,9.090909090909092,neural net,precision,target_Aroused,pca42,9.32,10.37,4.637604985334563
140,9.433962264150944,0.0,6.944444444444445,0.0,8.547008547008547,neural net,f-Beta,target_Aroused,pca42,4.99,4.64,2.0750710831198047
141,50.0,50.0,50.0,50.0,50.0,radial basis function svm,balanced_accuracy,target_Aroused,pca42,50.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,radial basis function svm,precision,target_Aroused,pca42,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,radial basis function svm,f-Beta,target_Aroused,pca42,0.0,0.0,0.0
144,54.53565267395055,47.949002217294904,50.70375335120643,44.88685813751088,44.787176724137936,balanced radial basis function svm,balanced_accuracy,target_Aroused,pca42,48.57,4.14,1.8514642853698255
145,11.711711711711711,9.174311926605505,10.204081632653061,4.62962962962963,4.123711340206185,balanced radial basis function svm,precision,target_Aroused,pca42,7.97,3.41,1.5249983606548565
146,13.513513513513514,10.416666666666668,11.574074074074076,5.411255411255411,4.796163069544365,balanced radial basis function svm,f-Beta,target_Aroused,pca42,9.14,3.86,1.7262444786298374
147,50.95241518113859,49.59349593495935,51.829758713136734,49.21671018276763,50.42205459770115,random forest,balanced_accuracy,target_Aroused,pca42,50.4,1.05,0.4695742752749558
148,25.0,0.0,28.57142857142857,0.0,9.090909090909092,random forest,precision,target_Aroused,pca42,12.53,13.59,6.077632762844428
149,9.433962264150944,0.0,14.705882352941178,0.0,6.849315068493151,random forest,f-Beta,target_Aroused,pca42,6.2,6.33,2.830862059514734
150,47.825618171362855,50.095466863759555,49.279490616621985,46.05308964316797,49.05262212643678,balanced random forest,balanced_accuracy,target_Aroused,pca42,48.46,1.57,0.702125344934934
151,6.557377049180328,10.76923076923077,8.771929824561402,2.272727272727273,6.0,balanced random forest,precision,target_Aroused,pca42,6.87,3.19,1.4266113696448657
152,7.11743772241993,11.513157894736844,9.328358208955223,2.4271844660194173,6.550218340611353,balanced random forest,f-Beta,target_Aroused,pca42,7.39,3.4,1.520526224699857
153,54.3164174813111,42.584380389258435,51.263404825737254,46.48825065274151,46.197018678160916,quadratic discriminant analysis,balanced_accuracy,target_Aroused,pca42,48.17,4.62,2.0661268112098057
154,13.23529411764706,8.571428571428571,10.0,6.645569620253164,6.46900269541779,quadratic discriminant analysis,precision,target_Aroused,pca42,8.98,2.79,1.2477259314448825
155,14.563106796116504,10.309278350515463,12.083333333333334,8.114374034003092,7.931262392597489,quadratic discriminant analysis,f-Beta,target_Aroused,pca42,10.6,2.8,1.252198067399882
156,49.79873490511788,51.75227888642523,49.72855227882037,54.90861618798956,51.39637212643679,NULL - weighted random,balanced_accuracy,target_Aroused,pca36,51.52,2.1,0.9391485505499116
157,8.571428571428571,14.705882352941178,9.090909090909092,13.333333333333334,9.375,NULL - weighted random,precision,target_Aroused,pca36,11.02,2.8,1.252198067399882
158,8.474576271186441,13.88888888888889,8.72093023255814,14.285714285714285,9.554140127388536,NULL - weighted random,f-Beta,target_Aroused,pca36,10.98,2.86,1.2790308831298796
159,50.0,50.0,50.0,50.0,50.0,NULL - most common class,balanced_accuracy,target_Aroused,pca36,50.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,NULL - most common class,precision,target_Aroused,pca36,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,NULL - most common class,f-Beta,target_Aroused,pca36,0.0,0.0,0.0
162,49.744824611845885,46.846513919684654,51.407506702412874,51.57093124456049,44.22593390804598,NULL - coin flip,balanced_accuracy,target_Aroused,pca36,48.76,3.17,1.4176670977348667
163,8.878504672897195,9.47867298578199,10.204081632653061,7.657657657657657,5.472636815920398,NULL - coin flip,precision,target_Aroused,pca36,8.34,1.85,0.8273451516749222
164,10.638297872340425,11.26126126126126,12.135922330097088,9.25925925925926,6.602641056422567,NULL - coin flip,f-Beta,target_Aroused,pca36,9.98,2.16,0.9659813662799092
165,49.86702127659575,49.86449864498645,50.98190348525469,51.27502175805048,49.34895833333333,ada boost,balanced_accuracy,target_Aroused,pca36,50.27,0.82,0.3667151483099655
166,0.0,0.0,33.33333333333333,25.0,0.0,ada boost,precision,target_Aroused,pca36,11.67,16.24,7.262748790919316
167,0.0,0.0,9.615384615384615,10.869565217391305,0.0,ada boost,f-Beta,target_Aroused,pca36,4.1,5.63,2.517812542664763
168,50.28752156411731,48.78048780487805,50.04356568364611,48.30287206266319,52.0159841954023,bagging,balanced_accuracy,target_Aroused,pca36,49.89,1.45,0.6484597134749389
169,11.11111111111111,0.0,10.0,0.0,15.384615384615385,bagging,precision,target_Aroused,pca36,7.3,6.96,3.112606624679707
170,6.849315068493151,0.0,6.25,0.0,12.34567901234568,bagging,f-Beta,target_Aroused,pca36,5.09,5.22,2.3344549685097804
171,51.793415756181716,50.594358216309445,49.775469168900806,50.59181897302002,48.8909841954023,decision tree,balanced_accuracy,target_Aroused,pca36,50.33,1.08,0.4829906831399546
172,15.0,20.0,8.333333333333332,8.695652173913043,5.405405405405405,decision tree,precision,target_Aroused,pca36,11.49,5.91,2.643032349404751
173,12.82051282051282,7.8125,5.681818181818181,8.196721311475411,5.649717514124294,decision tree,f-Beta,target_Aroused,pca36,8.03,2.92,1.305863698859877
174,46.16158711903393,47.30229120473023,51.06233243967828,41.55352480417754,47.29256465517241,balanced decision tree,balanced_accuracy,target_Aroused,pca36,46.67,3.41,1.5249983606548565
175,6.5420560747663545,8.421052631578947,10.588235294117647,2.8301886792452833,5.434782608695652,balanced decision tree,precision,target_Aroused,pca36,6.76,2.94,1.3148079707698763
176,7.526881720430108,9.433962264150942,11.842105263157896,3.303964757709251,6.297229219143577,balanced decision tree,f-Beta,target_Aroused,pca36,7.68,3.22,1.4400277775098647
177,50.0,50.0,50.0,50.0,50.0,gaussian process,balanced_accuracy,target_Aroused,pca36,50.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,gaussian process,precision,target_Aroused,pca36,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,gaussian process,f-Beta,target_Aroused,pca36,0.0,0.0,0.0
180,50.68645773433007,50.32335550628234,49.06166219839142,49.21671018276763,50.81267959770115,gradient boosting,balanced_accuracy,target_Aroused,pca36,50.02,0.83,0.37118728426496506
181,16.666666666666664,14.285714285714285,0.0,0.0,12.5,gradient boosting,precision,target_Aroused,pca36,8.69,8.07,3.6090137156846605
182,8.196721311475411,6.944444444444444,0.0,0.0,8.196721311475411,gradient boosting,f-Beta,target_Aroused,pca36,4.67,4.29,1.9185463246948196
183,49.46808510638298,50.0,49.73190348525469,49.60835509138381,53.1878591954023,k nearest neighbor,balanced_accuracy,target_Aroused,pca36,50.4,1.57,0.702125344934934
184,0.0,0.0,0.0,0.0,50.0,k nearest neighbor,precision,target_Aroused,pca36,10.0,22.36,9.999695995379058
